,name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
697,"Iktara (From ""Wake Up Sid"")",0bmp0lE3ArELHqda9PBMVG,0.616,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976
698,Who Do You Love,2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927
699,Dusk Till Dawn (feat. Sia) - Radio Edit,3e7sxremeOE3wTySiOhGiP,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042
700,"Bolna (From ""Kapoor & Sons (Since 1921)"")",3GrCQPpKqKzOcKfMAoqn82,0.488,0.403,5,-7.005,1,0.0272,0.598,4.28e-06,0.434,0.497,131.489
701,Alizeh,3w9EgtkQgMTrlSwuQEFdR0,0.513,0.632,9,-7.612,1,0.0449,0.401,0.000305,0.0695,0.294,87.963
702,"Chahun Main Ya Naa (From ""Aashiqui 2"")",6UgcN95w7vQxkR8sEFmwHG,0.645,0.517,9,-6.708,0,0.0273,0.522,3.27e-06,0.0905,0.259,106.906
703,Udhi Udhi Ittefaq Se,5QFkLOQWncCb85idVLzamS,0.711,0.517,11,-7.609,0,0.0825,0.438,0.0,0.143,0.7,82.04
704,Love Mashup 2015 (By DJ Chetas),7p5uzwVPw0XJmtZSmrsQ8P,0.552,0.791,11,-4.681,1,0.0358,0.0538,0.0,0.102,0.309,99.742
705,Tu Hi Hai,5b9x5sRIzAgXQw0dhGORO1,0.707,0.501,4,-7.389,1,0.0372,0.387,1.81e-06,0.095,0.542,93.978
706,Jeena Jeena,2GXXZFUxYg2LvG8SR0byOE,0.682,0.344,5,-8.567,1,0.0281,0.789,0.0,0.121,0.548,104.984
707,Baarish Lete Aana,6Oq4lIhSSYdA6WuXU9sPeG,0.537,0.35,2,-8.937,1,0.0248,0.838,0.0,0.108,0.318,67.018
708,Jaise Mera Tu,7G7ulwd8y8UDjzSfiu3H6y,0.486,0.702,4,-6.542,1,0.0477,0.354,0.000116,0.0976,0.254,149.929
709,"Samjhawan (Unplugged by Alia Bhatt) [From ""Humpty Sharma Ki Dulhania",3TrdGeV5bEpHezExHlsguD,0.643,0.256,10,-9.758,1,0.0252,0.729,1.02e-06,0.0994,0.444,94.999
710,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,3IOgP2PSCTdoAID7VmMGEh,0.532,0.603,10,-7.575,1,0.0545,0.756,0.0,0.323,0.431,173.955
711,BIBA,4IQqOlTZpfjnSTOArpZX5j,0.758,0.573,6,-6.221,0,0.0428,0.0888,0.000677,0.0834,0.284,110.983
712,Thode Kam Ajnabi,7HmTqgMzNWbK0uijkyrblm,0.266,0.443,5,-9.131,1,0.0327,0.734,0.00191,0.0992,0.405,83.629
713,Tum Ho,7uNnlVit5qDvfOje0pqICF,0.356,0.47,5,-8.929,1,0.0278,0.518,1e-05,0.0807,0.167,93.895
714,Bol Do Na Zara,5fc7q3km3L1pQDKbgGspKZ,0.572,0.366,6,-8.675,0,0.03,0.911,1.61e-06,0.102,0.355,134.023
715,Tera Hone Laga Hoon - DJ Suketu Remix,7e9TCSzbkROiB7nJxlpwt7,0.72,0.901,8,-4.416,1,0.0295,0.0634,0.00583,0.0913,0.944,129.999
716,Kaun Tujhe (Armaan Malik Version),5T2ZZiBMDGh3TZDUbxg4rV,0.531,0.431,2,-8.937,0,0.037,0.868,2.47e-05,0.127,0.19,107.99
717,Khaana Khaake,4KABShjsbFfRhnWtE1SBRv,0.823,0.559,2,-5.089,0,0.0602,0.102,0.0,0.137,0.567,101.076
718,Tumse Hi Tumse,6qNyL8lZuqFmy9ginJRQOZ,0.7,0.526,0,-6.246,1,0.0355,0.0981,0.471,0.102,0.774,92.015
719,"Dilliwaali Girlfriend (From ""Yeh Jawaani Hai Deewani"")",3W1XPf7mvuQcWQB7U7MbTM,0.687,0.941,6,-5.23,0,0.0583,0.0811,2.93e-06,0.0697,0.909,138.048
720,Jhumritalaiyya,7p9Gp8xvXI1oiXEvPBYMy1,0.531,0.787,0,-5.24,1,0.0452,0.548,1.41e-05,0.0813,0.693,88.943
721,"Voodoo (with J Balvin, Tainy & Lil Baby)",0RoI7Why34Duj8Qmv0W2wv,0.792,0.785,6,-4.885,1,0.0869,0.00413,0.0,0.192,0.419,99.998
722,Paani Paani - Trap Mix,6OPUWcFk282ouTj2cdswCr,0.903,0.662,7,-4.871,1,0.0828,0.0908,1.25e-06,0.0779,0.182,103.962
723,Bach Ke Rehna (Red Notice),5Z2KggJX9aWn7CCQIxYMpp,0.455,0.506,7,-15.449,1,0.044,0.42,0.784,0.0767,0.0355,119.953
724,"Koka (From ""Khandaani Shafakhana"")",4H2wyTfSobQHsVnt2JYPMf,0.873,0.963,7,-1.376,1,0.104,0.172,0.000176,0.0233,0.906,94.004
725,"Sawan Mein Lag Gayi Aag (From ""Ginny Weds Sunny"")",6oloWgrErtc8dG2WiV55gn,0.792,0.813,0,-3.687,1,0.0513,0.388,2.29e-05,0.0541,0.868,130.058
726,Paagal,4CIKnagmbnOc5pIkzzOUss,0.772,0.662,2,-6.53,1,0.0342,0.418,0.0,0.0915,0.684,117.994
727,"Akh Lad Jaave (From ""Loveyatri"")",5SVpD60u9vjoQ2OeoKsTkb,0.867,0.705,10,-3.893,0,0.0522,0.00452,0.0,0.0868,0.285,94.985
728,"Sheher Ki Ladki (From ""Khandaani Shafakhana"")",24d3IPklAxzBJB2nuWeSpg,0.85,0.984,9,-0.649,1,0.166,0.0872,0.0,0.0535,0.814,100.028
729,Har Ghoont Mein Swag,3ayMReTwLoo6jAg7adDqyz,0.828,0.79,10,-3.021,0,0.0719,0.167,1e-05,0.353,0.379,104.016
730,Genda Phool (feat. Payal Dev),0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,1,-8.394,1,0.0734,0.132,0.00146,0.0704,0.837,116.977
731,Bad Boy X Bad Girl (feat. Nikhita Gandhi),6LvHrLiW1z8PS7MIAiufKg,0.896,0.764,0,-4.271,1,0.0767,0.174,2.36e-05,0.0677,0.601,100.516
732,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",6q9XTgfWilsnyiFofvYrIF,0.788,0.87,9,-5.217,1,0.177,0.123,1.43e-05,0.0692,0.884,109.974
733,Dj Waley Babu (feat. Aastha Gill),2SRv30X7NoYRZB62dX0UzH,0.959,0.606,1,-5.754,1,0.219,0.345,0.0,0.126,0.783,110.0
734,Baadshah O Baadshah,57V7Fo4iocHEMJcf7Upt0M,0.78,0.738,5,-12.593,0,0.0794,0.0439,0.0,0.0859,0.617,126.902
735,Tamma Tamma Again,5sqPE9h98DkO5ms20NUiUg,0.724,0.848,2,-4.724,1,0.0522,0.0787,9.16e-05,0.104,0.781,123.02
736,"Gerua (From ""Dilwale"")",2VTUr7TWzOnBig59RYdCsC,0.371,0.668,11,-7.269,0,0.0497,0.636,2e-06,0.294,0.403,87.458
737,Enna Sona,6bdpj89aYEBjhpsenXAsmO,0.717,0.416,7,-9.875,0,0.0303,0.635,1.43e-06,0.0976,0.381,100.026
738,Hasi - Male Version,32765xcLM1fd6wQIpkN9A0,0.296,0.581,6,-5.945,0,0.0338,0.433,0.0,0.0577,0.231,147.935
739,Heartless (feat. Aastha Gill),5GoZcfJqSpkNLgKQqbkUxL,0.543,0.455,4,-11.914,0,0.101,0.276,0.0,0.0948,0.659,172.084
740,"Tere Hawaale (From ""Laal Singh Chaddha"")",4blqlsA1uf2d2I40E90EUC,0.589,0.522,9,-10.649,1,0.0391,0.642,2.74e-05,0.0992,0.31,109.094
741,Jannatein Kahan,62wnQra2VgCUyHO3BUIAcr,0.545,0.77,0,-6.102,1,0.0655,0.308,2.8e-05,0.167,0.696,159.975
742,Bana Sharabi,2T1K8XIPSIcvXueBS6kw2L,0.668,0.299,0,-12.485,1,0.0326,0.522,0.0,0.173,0.676,119.97
743,Bairiya - Trending Version,33P9R5W3TYnG7ewAZHQvMS,0.593,0.566,0,-6.455,1,0.0291,0.829,3.28e-05,0.0917,0.566,99.895
744,Deewani,1pDvtLmrjzr5FSQItRLWxA,0.559,0.762,10,-4.337,1,0.032,0.476,0.0,0.0843,0.662,108.012
745,Mercy,08HK0EmxSYmmxa0mYP0AjE,0.319,0.578,1,-8.612,0,0.0662,0.0728,0.0,0.0859,0.451,81.405
746,All Night,3AzjcOeAmA57TIOr9zF1ZW,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967
747,Tum Se Hi,0pDiRD9YE6PZBBgjMyezvk,0.612,0.595,10,-6.356,1,0.0331,0.68,1.11e-06,0.104,0.435,99.991
748,Hoor,5Htnf9xBPQvqoKuKQSInFf,0.93,0.479,11,-10.493,1,0.0625,0.283,0.000658,0.118,0.48,124.043
749,Kuch Aisa,0WPzvLw03xo5swmmgYn2ia,0.426,0.176,7,-9.194,1,0.0345,0.969,0.0,0.135,0.747,115.46
750,Love Is A Waste Of Time,0q8g9felKNWRG6lBxQ7FX6,0.676,0.56,4,-6.124,1,0.0396,0.448,0.0,0.0903,0.777,75.011
751,Aayat,16R1Fq1nFxm9DJyzBzKjQk,0.39,0.644,6,-6.97,0,0.0366,0.269,0.0,0.0974,0.439,184.101
752,"Tu Har Lamha (From ""Khamoshiyan"")",2EPOgSRhA90xWGVtNZwEv8,0.311,0.538,2,-4.551,0,0.0263,0.573,0.0,0.113,0.165,137.177
753,"Humsafar (From ""Badrinath Ki Dulhania"")",6TFESXMfJJWwccviaxGAMa,0.319,0.552,7,-6.401,1,0.0307,0.719,0.0,0.144,0.221,93.991
754,"Chaleya (From ""Jawan"")",4nc6XiUze2Yh7wFueGOPv7,0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047
755,"Deva Deva (From ""Brahmastra"")",0IGXY47K2ha3AHfX57wY1O,0.534,0.721,0,-7.636,1,0.0427,0.634,0.000877,0.1,0.439,112.062
756,Pal,5G7pZ8G8NFvS1MQ9H4L7dC,0.51,0.502,7,-7.016,0,0.0325,0.71,0.0,0.0708,0.321,133.885
757,Tera Yaar Hoon Main,4ZTx87kAgEwlPMzoojFZWg,0.559,0.541,10,-5.525,1,0.0313,0.34,4.66e-06,0.102,0.309,83.978
758,Khairiyat,5O932cZmzOZGOGZz9RHx20,0.534,0.481,0,-9.016,0,0.0412,0.697,0.0,0.142,0.293,124.914
759,"Shayad (From ""Love Aaj Kal"")",3WXvr6rwl4I8U3ancJ08Yy,0.531,0.785,5,-7.11,0,0.0309,0.258,0.000157,0.11,0.295,135.831
760,Aabaad Barbaad,0hFUtSsV2itYEUTZGj6w5H,0.626,0.522,7,-5.857,1,0.0317,0.686,0.0,0.41,0.628,118.001
761,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",2Fv2injs4qAm8mJBGaxVKU,0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368
762,Tera Fitoor,1YMLgvsQdE27r30q0fsLeV,0.576,0.688,9,-5.136,1,0.0319,0.346,0.0439,0.262,0.726,135.984
763,Tu Har Lamha,2EPOgSRhA90xWGVtNZwEv8,0.311,0.538,2,-4.551,0,0.0263,0.573,0.0,0.113,0.165,137.177
764,Janam Janam,4km0RUkMMFdx8iDuq36o2w,0.301,0.581,11,-7.324,0,0.0422,0.602,0.0,0.0757,0.235,132.051
765,Tere Ho Ke Rahenge,7FWL8uDrqC4zQeiOhCijHH,0.636,0.521,3,-6.522,0,0.0299,0.395,0.0,0.138,0.6,116.023
766,Humdard,1OEmd2iXU8pWG7CrKNpGUg,0.572,0.541,5,-6.45,1,0.0245,0.759,0.0,0.111,0.266,87.01
767,Main Dhoondne Ko Zamaane Mein,0YuehOPSZpC2fZ3Lg1dq2c,0.5,0.304,11,-17.758,0,0.0415,0.849,0.0212,0.116,0.438,139.279
768,Samjhawan,4LO5DjN6Tp3UkUvgESuy2t,0.65,0.482,4,-8.667,1,0.0281,0.293,0.0,0.0811,0.517,106.994
769,"Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")",6XZWokIxs4leaSmXmU8b26,0.572,0.736,11,-7.768,1,0.0658,0.643,0.0,0.128,0.778,85.035
770,bad guy,3yNZ5r3LKfdmjoS3gkhUCT,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055
771,At My Best (feat. Hailee Steinfeld),77lGafvlU68CeHgB2pkHC9,0.524,0.772,7,-6.696,0,0.152,0.00273,0.000169,0.224,0.237,169.855
772,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923
773,Let You Go,7GGgftep0Q8TZzL07qhPbc,0.647,0.901,7,-4.419,0,0.0304,0.0158,0.0221,0.151,0.4,121.986
774,Crying in the Club,1SJtlNRJDeYHioymcvsqev,0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227
775,End Of The Road,3qs5ZmpfKWE2ePc0yuPhVX,0.484,0.771,5,-6.544,0,0.257,0.398,0.0,0.311,0.646,168.593
776,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027
777,Go For Broke (feat. James Arthur),7w1JDEjmXYw2DwllK1EwCg,0.503,0.766,1,-3.281,1,0.334,0.242,0.0,0.0879,0.646,179.342
778,Shoot 'Em Down (feat. Blackbear),41ub643RIi3xgsT82ttwIt,0.689,0.904,4,-4.133,1,0.224,0.301,0.0,0.22,0.566,140.074
779,No More Sad Songs (feat. Machine Gun Kelly),0U372D2pbraSnrTFxSYlNj,0.709,0.778,7,-3.533,0,0.046,0.0782,8.3e-06,0.306,0.7,102.022
780,Issues,7vu0JkJh0ldukEYbTVcqd0,0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145
781,OMG (feat. Quavo),4xBjsLUSjcx2h7PcRikpQp,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953
782,Starving,4Ce37cRWvM1vIGGynKcs22,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962
783,Slow Hands,2cOUlop2ZakjOKe4WinesN,0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896
784,One Call Away,37R0bQOQj5a7DOqh1TGzvB,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024
785,You Don't Own Me (feat. G-Eazy),6KI1ZpZWYAJLvmVhCJz65G,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249
786,Hell & Back (Remix) [feat. Machine Gun Kelly],2oQ7BMTdgpDl2SGXmap92X,0.538,0.443,8,-12.197,1,0.189,0.259,0.0,0.11,0.325,133.352
787,Broken In All The Right Places,0v75RWRTCd2eSmBnA5rBy6,0.648,0.69,11,-8.099,1,0.0372,0.125,0.000597,0.167,0.772,145.059
788,Strangers,54gJMaCWxUiFwWLgypYioc,0.491,0.437,11,-9.638,0,0.0298,0.373,0.0471,0.154,0.335,172.131
789,I'LL BE DAMNED,2UE2rURHGOCFu7gNCovm8O,0.496,0.477,1,-7.705,1,0.0463,0.0805,0.0,0.584,0.298,116.848
790,Movie Star ft. MOD SUN & Global Dan (#kzn & TeddyLoid Remix),70nbcvTmiZ2O8sWufyRswu,0.585,0.979,4,-1.466,0,0.162,0.00962,9.66e-06,0.129,0.591,172.92
791,Timebomb (feat. MOD SUN),4kAsc2vx4NBqk9dXn1nrZC,0.505,0.595,2,-5.766,1,0.0903,0.0571,0.0,0.109,0.365,156.894
792,Annoying,2LZJZ9JwqXjvrOiwjnIGSv,0.658,0.663,6,-9.619,0,0.0542,0.251,0.0116,0.129,0.304,150.981
793,Desperado,0OsuHhPPArdFzJGuIAacnN,0.781,0.7,11,-5.295,0,0.0693,0.103,0.0,0.307,0.585,98.023
794,Phir Aur Kya Chahiye Chill Flip,5QW9K4A1gMnIi94YUxtsfM,0.556,0.552,4,-5.875,1,0.0373,0.531,0.0,0.121,0.531,100.051
795,Heeriye Slowed + Reverb (feat. Arijit Singh),01IV93cDnXon3gFQ3bRe7s,0.574,0.533,9,-10.042,1,0.0257,0.494,0.00265,0.102,0.473,77.023
796,"Hukum (From ""Rajini The Jailer"")",6QRPV2rgnmOTZAvzJLDStt,0.713,0.867,2,-5.671,1,0.0951,0.073,0.0,0.109,0.558,102.031
797,Mainaru Vetti Katti,1hSbtbX2cVbSyBVqoYHjSj,0.872,0.559,6,-4.166,0,0.237,0.444,0.0,0.0442,0.807,95.042
798,"Haareya (From ""Meri Pyaari Bindu "")",1VvGJIAjhGdB7InVP9NA7V,0.675,0.392,4,-10.11,0,0.037,0.773,0.0,0.109,0.534,123.935
799,Chandni,15aFp4GkPuHOhRBeHgU2ix,0.526,0.164,3,-11.447,1,0.0291,0.952,9.82e-05,0.26,0.516,89.699
800,"Sun Sajni (From ""Satyaprem Ki Katha"")",2Jz8ughkZa9o2rHhNq8hOw,0.548,0.75,2,-5.785,1,0.0828,0.0719,0.0,0.386,0.336,126.013
801,What Jhumka - Remix,7wzf6crFOsozM35jOAEg7R,0.807,0.766,0,-4.923,1,0.0653,0.00843,0.0275,0.0861,0.906,127.967
802,Jimikki Ponnu,7fRIo7WyDxXn3r233GCcdL,0.751,0.826,5,-7.805,0,0.205,0.588,0.0125,0.104,0.848,176.063
803,"Adiyaathi - From ""Paramporul""",0sXGEJoOeNhzpMBKYKtDoO,0.712,0.865,10,-2.95,0,0.142,0.0104,8.09e-06,0.481,0.574,123.925
804,Phir Aur Kya Chahiye Trap Mix,5QW9K4A1gMnIi94YUxtsfM,0.556,0.552,4,-5.875,1,0.0373,0.531,0.0,0.121,0.531,100.051
805,Kasam Se,53XRfIgocnwDCIkpCEyqbU,0.594,0.399,4,-9.091,1,0.0325,0.702,8.63e-06,0.356,0.486,114.894
806,Jiya,21Af1fetSINZpmAS3si8DW,0.712,0.718,11,-8.286,0,0.0444,0.049,2.02e-05,0.128,0.59,106.012
807,"Tatta Tattara - From ""Sesham Mike-il Fathima""",39HHeTbB8Ju39wGejAareX,0.83,0.901,7,-5.742,1,0.284,0.254,0.0,0.0844,0.679,92.985
808,Raat Baaki,0NscD5nva579nxFgKKvOAQ,0.614,0.797,5,-6.483,1,0.0416,0.119,0.000147,0.129,0.185,123.028
809,Kyun,5FsqQpWVPzhDfnyNqU2Og7,0.653,0.567,10,-8.655,0,0.0591,0.402,0.00106,0.137,0.723,102.947
810,Zihaal e Miskin,51DEaelXeJJ6cFFYbX8Hal,0.581,0.632,9,-7.166,0,0.0331,0.259,0.0,0.0903,0.386,128.844
811,Vellake - Lofi Flip,2cDyQDAoP0cPQXzaviXu2f,0.652,0.626,9,-7.619,0,0.0339,0.684,1.81e-05,0.152,0.444,147.03
812,Bae - Rendition,7lQ7LTZVgHUXOWwVyqcKs9,0.415,0.192,6,-12.669,0,0.0463,0.992,0.086,0.116,0.338,169.312
813,"Manwa Laage (From ""Happy New Year"")",3H43T5swYywvcdCBFiDgW6,0.676,0.671,0,-6.271,1,0.0526,0.568,0.0,0.0885,0.572,81.046
814,Roz Roz,6E6BCsQHXDAdXsrL7zV71N,0.653,0.446,0,-7.867,1,0.0351,0.546,4.52e-05,0.109,0.472,100.018
815,"Ghar Nahi Jaana (From ""Gumraah"")",5hiibl24CH9dPOLPocxyqs,0.806,0.894,4,-5.348,1,0.0818,0.4,2.89e-06,0.0706,0.482,123.996
816,Thunder Kaaran (Promo Song),6IW2h943QEp3wlQ9OMzqBf,0.698,0.798,0,-6.719,0,0.274,0.0795,0.0,0.36,0.838,130.027
817,Dilawara,1C6auFaK08OhOTJ8bfrAiG,0.675,0.653,7,-7.504,0,0.0552,0.0815,0.00049,0.16,0.132,91.017
818,"Saure Ghar (From ""Yaariyan 2"")",6HygOrpoVjDPqrOBi4fPpR,0.72,0.796,0,-3.724,1,0.161,0.112,0.0,0.0423,0.636,139.794
819,Dilawara - Acoustic,1C6auFaK08OhOTJ8bfrAiG,0.675,0.653,7,-7.504,0,0.0552,0.0815,0.00049,0.16,0.132,91.017
820,Jannat,62wnQra2VgCUyHO3BUIAcr,0.545,0.77,0,-6.102,1,0.0655,0.308,2.8e-05,0.167,0.696,159.975
821,"Le Aaunga (From ""Satyaprem Ki Katha"")",2cz4qH4fCauVA93JHkUMad,0.694,0.484,2,-7.037,1,0.0343,0.468,0.0,0.107,0.214,122.897
822,"Rait Zara Si (From ""Atrangi Re"")",4uK0M8AI6gyFmyzUneQpbi,0.563,0.495,2,-10.272,1,0.0362,0.781,0.0,0.0837,0.244,125.998
823,Sapna Jahan,6uQkoo1UGWThtEpNEYc6Ga,0.471,0.329,0,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107
824,"Humdard (From ""Ek Villain"")",1OEmd2iXU8pWG7CrKNpGUg,0.572,0.541,5,-6.45,1,0.0245,0.759,0.0,0.111,0.266,87.01
825,Hamari Adhuri Kahani (Title Track),2hykXvjXceH1wGiJErDJjj,0.501,0.732,6,-5.851,0,0.0671,0.612,1.07e-06,0.107,0.816,88.584
826,forget me too (feat. Halsey),1VSuFS7PahCN3SWbOcQ98m,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975
827,maybe (feat. Bring Me The Horizon),25wdC7CJmCJPgnKw9rYquJ,0.601,0.92,5,-4.802,0,0.0505,0.000735,0.0,0.0998,0.537,88.014
828,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939
829,RAP DEVIL,63TyoT9Ee03rQxv8xmdJ2l,0.895,0.839,0,-4.512,1,0.227,0.217,3e-06,0.239,0.756,149.951
830,Not Alike (feat. Royce Da 5'9),28FGV3ORH14MYORd7s5dlU,0.904,0.756,10,-3.746,1,0.32,0.0692,0.0,0.339,0.342,140.005
831,Kamikaze,4PWvzElhZYlEXP5Fix4oDD,0.81,0.902,1,-4.881,0,0.125,0.00899,0.000686,0.0643,0.922,123.985
832,This Is Me - Piano Arrangement,5w3VP9P95PHFza8cBFXHrl,0.339,0.355,9,-14.706,1,0.0355,0.932,0.94,0.0879,0.212,95.157
833,Change,6kFDvPj3FVpQ90HZ5PacxE,0.874,0.79,1,-4.376,1,0.0521,0.0124,0.0,0.11,0.623,125.029
834,"Head Over Heels - Dave Bascombe 7"" N.Mix",5lwQGZYF4BXOzFtXc5zk8q,0.623,0.739,7,-8.116,1,0.0244,0.338,1.88e-05,0.109,0.642,95.007
835,Fall,61kDVPSrb8rYtRx3wDSWNM,0.226,0.118,0,-16.415,0,0.0371,0.835,0.918,0.078,0.0505,71.167
836,Lush Life,1rIKgCH4H52lrvDcz50hS8,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023
837,What Do You Mean?,3kaBZ1l29ORxuB7pG2eRrv,0.72,0.778,8,-6.939,1,0.199,0.228,0.0,0.495,0.484,123.905
838,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027
839,On The Floor,3C0nOe05EIt1390bVABLyN,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0
840,Blank Space,45wMBGri1PORPjM9PwFfrS,0.737,0.725,0,-5.417,1,0.0641,0.0976,0.0,0.174,0.755,96.012
841,Shape of You,2NHSYwGkAvPHzCinY0KwXo,0.609,0.674,1,-3.007,0,0.202,0.595,0.0,0.203,0.789,127.656
842,Bad Liar,2RSHsoi04658QL5xgQVov3,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913
843,Animals,0A9mHc7oYUoCECqByV8cQR,0.675,0.868,1,-6.36,1,0.0392,0.00107,0.715,0.374,0.0376,128.007
844,Wildest Dreams,5IUP91X8fKfJnWQgCHT9dN,0.831,0.932,7,-6.251,1,0.221,0.164,0.0,0.383,0.571,99.97
845,Despacito,50sDAJ1OV0vDfQP91RrAT7,0.685,0.482,11,-9.943,0,0.169,0.0382,0.675,0.239,0.19,178.018
846,Time of Our Lives,1OPLF48hCfqeEjlFP3e8xX,0.559,0.878,11,-5.724,0,0.0456,0.054,0.0,0.0936,0.615,128.033
847,La La La (Brazil 2014) (feat. Carlinhos Brown),2A17TySL9lcoRTA28w9yfB,0.783,0.806,11,-5.449,1,0.0763,0.179,0.000113,0.341,0.576,127.98
848,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),1PCvKFPWnTXAe2oaReVUcr,0.592,0.935,6,-4.317,0,0.0581,0.00879,0.0154,0.132,0.567,125.013
849,Radha,5yYgGkyYJmmSwRp3caFplJ,0.693,0.896,7,-4.114,1,0.0682,0.31,0.0,0.195,0.854,126.995
850,Aata Majhi Satakli,7Go5unxYBw3RT5XoFGUatF,0.736,0.94,6,-3.94,0,0.215,0.2,0.00233,0.113,0.556,78.991
851,Titli,29OkM2YEDgdFjurWQ3NXXl,0.359,0.778,0,-5.863,0,0.0362,0.0261,0.812,0.223,0.226,100.1
852,Tera Rastaa Chhodoon Na,7cLGKaJXLFpUU7Up34vVr1,0.419,0.679,4,-8.052,1,0.0384,0.493,0.00229,0.119,0.368,169.911
853,Kashmir Main Tu Kanyakumari,5orNEFkFG4RP24goF02AuD,0.84,0.743,0,-7.66,1,0.0599,0.0307,0.000161,0.421,0.826,106.996
854,Ready Steady Po,5j957NAsZwHoZfH0nLbmp0,0.826,0.905,0,-4.395,0,0.0998,0.0207,0.0229,0.185,0.706,130.057
855,Khuda Jaane,0gPgdRfB4jdGrlyXS0Vx78,0.382,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936
856,"Not Ramaiya Vastavaiya (From ""Jawan"")",0bq1DsWLC4glKh9etnmalg,0.498,0.907,10,-5.165,0,0.0972,0.0387,0.0,0.303,0.215,132.864
857,Kaavaalaa,3M9G4jJAgDLB9ycinua8Wo,0.844,0.759,11,-6.829,0,0.0498,0.0386,0.0731,0.0813,0.479,131.913
858,Always a Catch,7rSkwcUchBbFrc40XyYD5i,0.425,0.708,11,-6.99,1,0.0527,0.964,0.721,0.144,0.218,139.638
859,Mother's Mercy,3u57uvhXTdNTny9uLugVNd,0.189,0.0208,4,-25.22,1,0.0509,0.22,0.852,0.113,0.0295,76.312
860,The Story of Grandmere - Instrumental,6w1SU4cj1wWiIRhxTyynSz,0.841,0.789,9,-5.735,1,0.244,0.278,0.000957,0.101,0.592,111.175
861,I See the Light,6klpXs2uAjagnZMFkt4qkl,0.281,0.139,5,-14.392,1,0.0305,0.829,0.0,0.0725,0.169,92.64
862,Heir to the Throne,14vZfdBu1n4EDWSEjIuSZU,0.673,0.51,0,-9.047,1,0.024,0.462,0.00112,0.124,0.161,114.815
863,When You Wish Upon A Star,1WrPa4lrIddctGWAIYYfP9,0.236,0.261,2,-13.647,1,0.0374,0.955,0.0245,0.424,0.106,93.383
864,Motion Picture Soundtrack,7H3mfOvtPNA8YDF3EdKy0L,0.715,0.89,11,-5.438,0,0.051,0.00111,0.000837,0.0297,0.891,134.994
865,Field Trip,3X6tfUpqmKzC8EpLVPBXxq,0.748,0.444,4,-14.581,0,0.249,0.0081,0.0,0.168,0.469,121.976
866,Rewrite the Stars,7FlHNJT4TC120CDvFOHzei,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944
867,The Night's Watch,3D4RBo0vXHaICoGmKnc0dk,0.534,0.339,9,-12.073,0,0.0296,0.875,0.000626,0.0886,0.0784,134.996
